author;title;date;lang_TALD;lang_world;branch_TALD;branch_world;url;from_TALD;from_Glottolog;from_Scholar;from_rsl
Maisak T.A.;Some remarkable features of negative verb forms in Andi (Nakh-Daghestanian);2018;Upper Andi;Andi;Avar-Andic;Avar-Andic;;0;0;1;0
Maisak T.A.;The Aorist/Perfect Distinction in Nizh Udi;2018;Udi;Udi;Lezgic;Lezgic;;1;0;1;0
Maisak T.A.;The attributivizing marker in Andi (Nakh-Daghestanian): clitic, affix, or both?;2018;Upper Andi;Andi;Avar-Andic;Avar-Andic;;0;0;1;0
Maisak T.A.;Контрастивный показатель -гъиб (-кIоб) в андийском языке;2018;Upper Andi;Andi;Avar-Andic;Avar-Andic;;0;0;1;0
Maisak T.A.;Borrowing from an unrelated language in support of intragenetic tendencies: The case of the conditional clitic =sa in Udi;2019;Udi;Udi;Lezgic;Lezgic;;0;0;1;0
Maisak T.A.;Repetitive prefix in Agul: Morphological copy from a closely related language;2019;Aghul;Aghul;Lezgic;Lezgic;;0;0;1;0
Maisak T.A.;Атрибутивные показатели в андийском языке: клитики или аффиксы?;2019;Upper Andi;Andi;Avar-Andic;Avar-Andic;;0;0;1;0
Maisak T.A.;Категория контрастивности («рестриктивности») в дагестанских языках;2019;Upper Andi, Rutul;Andi, Rutul;Avar-Andic, Lezgic;Avar-Andic, Lezgic;;0;0;1;0
Maisak T.A.;Переводы «Отче наш» в истории удинского языка;2019;Udi;Udi;Lezgic;Lezgic;;0;0;1;0
Maisak T.A.;Adverb/postposition ‘after’to sequential connective ‘then’to discourse-pragmatic marker in Andi;2020;Upper Andi;Andi;Avar-Andic;Avar-Andic;;0;0;1;0
Maisak T.A.;Affixal, phrasal and clausal caritives in Nakh-Daghestanian;2020;Aghul, Upper Andi, Archi, Budukh, Kryz, Lezgian, Rutul, Tabasaran, Tsakhur;Aghul, Andi, Archi, Budukh, Kryz, Lezgian, Rutul, Tabasaran, Tsakhur;Avar-Andic, Lezgic;Avar-Andic, Lezgic;;1;0;1;0
Maisak T.A.;Grammaticalization in Lezgic (East Caucasian);2020;Lezgian, Tabasaran, Aghul, Rutul, Tsakhur, Archi, Kryz, Budukh, Udi;Aghul, Archi, Budukh, Kryz, Lezgian, Rutul, Tabasaran, Tsakhur, Udi;Lezgic;Lezgic;;0;0;1;0
Maisak T.A.;Relative clauses in Agul from a corpus-based perspective;2020;Aghul;Aghul;Lezgic;Lezgic;;0;0;1;0
Maisak T.A.;The Verb Paradigm In Kina Rutul;2020;Rutul;Rutul;Lezgic;Lezgic;;0;0;1;0
Maisak T.A.;Выбор клитики в зависимости от видо-временной формы предиката: данные андийского языка;2020;Upper Andi;Andi;Avar-Andic;Avar-Andic;;0;0;1;0
Maisak T.A.;О возникновении локативного падежа без локативной семантики:«компаратив» в андийском языке;2020;Upper Andi;Andi;Avar-Andic;Avar-Andic;;0;0;1;0
Maisak T.A.;ПРИЧАСТНЫЕ ОТНОСИТЕЛЬНЫЕ ПРЕДЛОЖЕНИЯ В УДИНСКОМ ЯЗЫКЕ ПО КОРПУСНЫМ ДАННЫМ;2020;Udi;Udi;Lezgic;Lezgic;;0;0;1;0
Maisak T.A.;Endoclitics in Andi;2021;Upper Andi;Andi;Avar-Andic;Avar-Andic;;0;0;1;0
Maisak T.A.;Numeral classifiers in Udi: A unique contact-induced development among Nakh-Daghestanian?;2021;Udi;Udi;Lezgic;Lezgic;;0;0;1;0
Maisak T.A.;Structural and functional variations of the perfect in Lezgic languages;2021;Udi;Udi;Lezgic;Lezgic;;1;0;1;0
Maisak T.A.;Лексикализация рефлексива в нахско-дагестанских языках: от местоимения к союзу/частице;2021;Upper Andi, Rutul;Andi, Rutul;Avar-Andic, Lezgic;Avar-Andic, Lezgic;;0;0;1;0
Maisak T.A.;ПРОСТЫЕ И ПРОИЗВОДНЫЕ ПРИЧАСТИЯ В АНДИЙСКОМ ЯЗЫКЕ: СХОДСТВА И РАЗЛИЧИЯ В МОРФОЛОГИИ И СЕМАНТИКЕ;2021;Upper Andi;Andi;Avar-Andic;Avar-Andic;;0;0;1;0
Maisak T.A.;Адвербиализатор guža (гужа) в андийском языке;2022;Upper Andi;Andi;Avar-Andic;Avar-Andic;;0;0;1;0
Maisak T.A.;Медитативные вопросительные показатели в трех нахско-дагестанских языках;2022;Aghul, Rutul, Upper Andi;Aghul, Andi, Rutul;Avar-Andic, Lezgic;Avar-Andic, Lezgic;;0;0;1;0
Maisak T.A.;Показатели медитативных вопросов в рутульском языке: морфологическая структура и происхождение;2022;Rutul;Rutul;Lezgic;Lezgic;;0;0;1;0
Maisak T.A.;From an adverb/postposition ‘behind’to a discourse marker: The particle reχu in Andi;2023;Upper Andi;Andi;Avar-Andic;Avar-Andic;;0;0;1;0
Maisak T.A.;The Udi language: Its History and Modern Development;2023;Udi;Udi;Lezgic;Lezgic;;0;0;1;0
Maisak T.A.;Лексические «заместители» и «распространители» в рутульском языке: материалы к внутригенетической типологии;2023;Rutul;Rutul;Lezgic;Lezgic;;0;0;1;0
Maisak T.A.;Континуативные конструкции в лезгинских языках и их употребление в параллельных контекстах (на материале переводов Евангелия от Луки);2024;Lezgian;Lezgian;Lezgic;Lezgic;;0;0;1;0
Maisak T.A.;Согласование вспомогательного глагола по роду и структура континуативных конструкций в лезгинских языках;2024;Lezgian;Lezgian;Lezgic;Lezgic;;0;0;1;0
Maisak T.A. and Merdanova S.R.;Агульский язык;2002;Aghul;Aghul;Lezgic;Lezgic;;0;0;1;0
Maisak T.A. and Merdanova S.R.;Будущее время в агульском языке: типологические особенности;2002;Aghul;Aghul;Lezgic;Lezgic;;0;0;1;0
Maisak T.A. and Merdanova S.R.;Глагольная система хпюкского говора агульского языка;2002;Aghul;Aghul;Lezgic;Lezgic;;1;0;1;0
Maisak T.A. and Merdanova S.R.;Категория эвиденциальности в агульском языке;2002;Aghul;Aghul;Lezgic;Lezgic;;1;0;1;0
Maisak T.A. and Merdanova S.R.;Система пространственных превербов в агульском языке;2002;Aghul;Aghul;Lezgic;Lezgic;;0;0;1;0
Maisak T.A. and Merdanova S.R.;Будущее время в агульском языке в типологической перспективе;2003;Aghul;Aghul;Lezgic;Lezgic;;0;0;1;0
Maisak T.A. and Merdanova S.R.;"""Проверятельная форма"" в агульском языке: структура, семантика и гипотеза о происхождении";2004;Aghul;Aghul;Lezgic;Lezgic;;0;0;1;0
Maisak T.A. and Merdanova S.R.;Reported speech and “semi-directness” in Agul;2010;Aghul;Aghul;Lezgic;Lezgic;;0;0;1;0
Maisak T.A. and Merdanova S.R.;Repetitive prefix in Agul and its areal/genetic background;2011;Aghul;Aghul;Lezgic;Lezgic;;0;0;1;0
Maisak T.A. and Merdanova S.R.;КОНСТРУКЦИИ С ПОВТОРОМ ГЛАГОЛА В АГУЛЬСКОМ ЯЗЫКЕ;2014;Aghul;Aghul;Lezgic;Lezgic;;0;0;1;0
Maisak T.A. and Merdanova S.R.;Перфект и смежные значения в агульском языке;2016;Aghul;Aghul;Lezgic;Lezgic;;1;0;1;0
Maisak T.A. and Merdanova S.R.;Clausal and nominal constructions with causal meaning in Agul (Daghestan);2020;Aghul;Aghul;Lezgic;Lezgic;;0;0;1;0
Maisak T.A. and Talibov B.B.;Удинский язык;2005;Udi;Udi;Lezgic;Lezgic;;0;0;1;0
Maisak T.A. and Tatevosov S.G.;Будущее время как частный случай выражения нереферентности ситуации (на материале цахурского языка);1997;Tsakhur;Tsakhur;Lezgic;Lezgic;;0;0;1;0
Maisak T.A. and Tatevosov S.G.;Вид и модальность: Способы взаимодействия (на материале цахурского языка);1998;Tsakhur;Tsakhur;Lezgic;Lezgic;;0;0;1;0
Maisak T.A. and Tatevosov S.G.;Кодирование эпистемического статуса средствами морфосинтаксиса (на материале цахурского языка);1998;Tsakhur;Tsakhur;Lezgic;Lezgic;;1;0;1;0
Maisak T.A. and Tatevosov S.G.;Эвиденциальность;2001;Bagvalal;Bagvalal;Avar-Andic;Avar-Andic;;1;0;0;0
Maisak T.A. and Tatevosov S.G.;Beyond evidentiality and mirativity: Evidence from Tsakhur;2007;Tsakhur;Tsakhur;Lezgic;Lezgic;;1;0;1;0
Maisak T.A. and Verhees S.;Counterexpectation Present in Andi: discerning the grammaticalization source;2018;Upper Andi;Andi;Avar-Andic;Avar-Andic;;0;0;1;0
Maisak T.A. and Verhees S.;The ‘Still Not’Present in Andi: identifying the grammaticalization source;2024;Upper Andi;Andi;Avar-Andic;Avar-Andic;;0;0;1;0
Majtieva R.A.;Структурно-семантическая характеристика пословиц и поговорок даргинского языка в сопоставлении с английским;2011;Northern Dargwa;Dargwa;Dargwic;Dargwic;https://search.rsl.ru/ru/record/01005033045;0;0;0;1
Makhmudov M.O.;Сопоставительный анализ фразеологических единиц с компонентом-зоонимом в даргинском и английском языках;2016;Northern Dargwa;Dargwa;Dargwic;Dargwic;https://search.rsl.ru/ru/record/01008583576;0;0;0;1
Makhmudova P.M.;Лексико-грамматическое освоение кумыкских заимствований салатавским диалектом аварского языка;2007;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01003318172;0;0;0;1
Makhmudova S.M.;Способы выражения субъектно-объектных отношений в рутульском языке;1995;Rutul;Rutul;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01000151681;0;0;0;1
Makhmudova S.M.;Каузатив в рутульском языке;1999;Rutul;Rutul;Lezgic;Lezgic;;0;1;0;0
Makhmudova S.M.;Морфология рутульского языка;2001;Rutul;Rutul;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01008034249;1;1;0;1
Makhmudova S.M.;Грамматические классы слов и грамматические категории рутульского языка;2002;Rutul;Rutul;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01002329248;1;1;0;1
Makhmudova S.M.;"Фразеологический словарь рутульского языка: С. М. Махмудова ; Министерство образования и науки РФ, Федеральное государственное бюджетное образовательное учреждение ""Дагестанский государственный университет""";2016;Rutul;Rutul;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01009385511;0;0;0;1
Mallaeva Z.M.;Лексические средства выражения пространственных отношений в аварском языке;1985;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Роль пространственных наречий в образовании сложных глаголов аварского языка;1986;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Выражение датированного действия и часового времен в аварском языке;1988;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Морфемы с временной семантикой в аварском языке;1988;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;О характере функционирования временных деепричастий в аварском языке;1988;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;О функционировании временных деепричастий в аварском языке;1989;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Расширение семантического диапазона слов категории времени в аварском языке (в результате влияния русского языка и изменения социально-бытовых условий жизни народа);1989;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Система временных и пространственных отношений в аварском языке;1989;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01004023949;0;0;0;1
Mallaeva Z.M.;Система временных и пространственных отношений в аварском языке.;1989;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Выражение пространственных отношений послеложными конструкциями (на материале аварского языка);1990;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Об образовании сложных (составных) глаголов в андаляльском диалекте аварского языка;1990;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Система пространственных и временных отношений в аварском языке;1990;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Темпоральная лексика аварского языка;1991;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Взаимосвязь терминов пространственной и временной ориентации по материалам аварских диалектов;1992;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Об одной особенности происхождения аварских глаголов на-лъизе и их изучение в школе;1993;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Редупликация как одно из морфологических средств в системе глагола аварского языка;1993;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;К соотношению масдара и отглагольного имени в аварском языке;1994;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Глагол аварского языка: инфинитные формы;1995;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;О формантах деепричастий аварского языка -хъе и-духъ;1995;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;К вопросу о временных формантах глагола андийского языка;1996;Upper Andi;Andi;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;К вопросу об образовании деепричастий аварского языка;1996;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Вопрос классификации деепричастий аварского языка;1997;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;К образованию синтетических форм времени в аварском языке;1997;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Лексические заимствования в аварском языке (темпоральная семантика);1997;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Семантические и структурно-морфологические особенности масдара в аварском языке;1997;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Функциональные особенности глаголов длительного вида аварского языка;1997;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Функциональные особенности форм прошедшего времени аварского языка;1997;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Видо-временная система аварского языка;1998;Avar;Avar;Avar-Andic;Avar-Andic;;0;1;1;0
Mallaeva Z.M.;Вопросительное наклонение в аварском языке;1998;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Императив в аварском языке;1998;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;К вопросу о соотношении статичности и динамичности в глагольной системе аварского языка;1998;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Видо-временная система глагола аварского литературного языка;2000;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01000269890;0;0;1;1
Mallaeva Z.M.;Каузативная диатеза аварского языка;2000;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Выражение пространственной семантики причастными и деепричастными словосочетаниями в аварском языке;2001;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;К вопросу об отрицательных частицах аварского языка;2001;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Морфологические средства выражения таксиса в аварском языке;2001;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Грамматические категории аварского языка (модальность, залоговость);2002;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Представлена ли эргативная конструкция предложения в аварском языке?;2002;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Лексико-семантическая характеристика глаголов состояния аварского языка;2003;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Сопоставительный анализ причастий немецкого и аварского языков;2003;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Средства выражения перфектива и прогрессива в аварском языке;2003;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Формы относительного времени (экспериенталис, плюсквамперфект и перфект) в аварском языке;2003;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Глаголы действия аварского языка;2004;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Отглагольные формы аварского языка, выражающие семантику таксиса;2004;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Глагол аварского языка: структура, семантика, функции;2007;Avar;Avar;Avar-Andic;Avar-Andic;;1;0;1;0
Mallaeva Z.M.;К вопросу о морфологической категории таксиса в аварском языке;2007;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Глаголы аварского языка, репрезентирующие эпистемическую модальность (в сопоставлении с английским и немецким языками);2010;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Формы морфологического оптатива аварского языка;2010;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Функционирование интерэссива аварского языка в идиоматических выражениях;2011;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Глагол аварского языка: структура, семантика, функции :;2012;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01005523468;0;0;0;1
Mallaeva Z.M.;Категория локализации и ее репрезентация в аваро-андийских языках;2012;Avar, Upper Andi, Lower Andi, Karata, Tukita, Tindi, Northern Akhvakh, Southern Akhvakh, Godoberi, Bagvalal, Tindi, Botlikh;Akhvakh, Andi, Avar, Bagvalal, Botlikh, Godoberi, Karata, Tindi;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01005451580;0;0;1;1
Mallaeva Z.M.;ФУНКЦИОНАЛЬНО-СЕМАНТИЧЕСКИЕ ОСОБЕННОСТИ КАТЕГОРИИ ИМЕННОЙ ОРИЕНТАЦИИ В АВАРО-АНДИЙСКИХ ЯЗЫКАХ;2012;Avar, Upper Andi, Northern Akhvakh, Bagvalal, Tindi, Botlikh, Godoberi, Chamalal, Karata, Tukita;Akhvakh, Andi, Avar, Bagvalal, Botlikh, Chamalal, Godoberi, Karata, Tindi;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;ВНУТРИГЕНЕТИЧЕСКАЯ ТИПОЛОГИЯ ГЛАГОЛА-СВЯЗКИ В АВАРО-АНДИЙСКИХ ЯЗЫКАХ;2014;Avar, Upper Andi, Northern Akhvakh, Bagvalal, Tindi, Botlikh, Godoberi, Chamalal, Karata;Akhvakh, Andi, Avar, Bagvalal, Botlikh, Chamalal, Godoberi, Karata, Tindi;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;К ВОПРОСУ О СООТНОШЕНИИ ИМПЕРАТИВА И ПРОХИБИТИВА В АВАРО-АНДИЙСКИХ ЯЗЫКАХ;2014;Avar, Upper Andi, Northern Akhvakh, Bagvalal, Tindi, Botlikh, Godoberi, Chamalal, Karata;Akhvakh, Andi, Avar, Bagvalal, Botlikh, Chamalal, Godoberi, Karata, Tindi;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Глагольная морфология аваро-андийских языков;2015;Avar, Northern Akhvakh, Southern Akhvakh, Lower Andi, Upper Andi, Bagvalal, Tindi, Botlikh, Godoberi, Chamalal, Karata;Akhvakh, Andi, Avar, Bagvalal, Botlikh, Chamalal, Godoberi, Karata, Tindi;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01008528262;0;0;1;1
Mallaeva Z.M.;ОБ ОДНОЙ МОРФЕМЕ МНОЖЕСТВЕННОСТИ ИМЕНИ СУЩЕСТВИТЕЛЬНОГО АВАРСКОГО ЯЗЫКА;2015;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Функции анлаутного спиранта [гь-] в структуре указательных местоимений дагестанских языков;2015;Avar, Upper Andi, Northern Akhvakh, Botlikh, Godoberi, Chamalal, Karata;Akhvakh, Andi, Avar, Botlikh, Chamalal, Godoberi, Karata;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;ФОНО-СИЛЛАБИЧЕСКИЕ МОДЕЛИ НЕПРОИЗВОДНЫХ, ПРОИЗВОДНЫХ В ЭТИМОЛОГИЧЕСКОМ ПЛАНЕ И ЗАИМСТВОВАННЫХ ОСНОВ ИМЕНИСУЩЕСТВИТЕЛЬНОГО АВАРСКОГО ЯЗЫКА;2016;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Формальная маркировка номинатива в аварском языке;2016;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;МОРФЕМИКА ЛИЧНЫХ МЕСТОИМЕНИЙ АВАРСКОГО ЯЗЫКА;2017;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Структурная организация и семантика вопросительных местоимений аварского языка;2017;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;ФОНОСИЛЛАБИЧЕСКИЕ СТРУКТУРЫ НЕПРОИЗВОДНЫХ ГЛАГОЛОВ АВАРСКОГО ЯЗЫКА;2017;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;К ВОПРОСУ О ГЛАГОЛАХ АВАРСКОГО ЯЗЫКА С МОНОКОНСОНАНТНОЙ КОРНЕВОЙ МОРФЕМОЙ;2018;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;К ВОПРОСУ О СОВПАДЕНИИ ФОРМ НАСТОЯЩЕГО И БУДУЩЕГО ВРЕМЕН ГЛАГОЛА АВАРСКОГО ЯЗЫКА;2018;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;МОРФЕМЫ, КОНСТИТУИРУЮЩИЕ ПРОШЕДШЕЕ ЗАКОНЧЕННОЕ ВРЕМЯ В АВАРСКОМ ЯЗЫКЕ;2018;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;К ВОПРОСУ О «НЕПРАВИЛЬНЫХ» ГЛАГОЛАХ АВАРСКОГО ЯЗЫКА;2019;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;К ВОПРОСУ О РАЗГРАНИЧЕНИИ СТАТУСА СЛУЖЕБНЫХ СЛОВ В АВАРСКОМ ЯЗЫКЕ;2019;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Морфемы, конституирующие причастные формы аварского языка;2019;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;О НЕКОТОРЫХ ОСОБЕННОСТЯХ АФФИКСАЛЬНЫХ МОРФЕМ ГЛАГОЛА АВАРСКОГО ЯЗЫКА;2019;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;О некоторых особенностях синтаксических конструкций в аварском языке;2019;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Особенности концептуализации пространства локативными падежами В аваро-андийских языках;2019;Avar, Upper Andi, Northern Akhvakh, Bagvalal, Tindi, Godoberi, Chamalal, Karata;Akhvakh, Andi, Avar, Bagvalal, Chamalal, Godoberi, Karata, Tindi;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Особенности формообразования глаголов аварского языка с корневой морфемой структуры [СГ];2019;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;СЕМАНТИЧЕСКИЙ ДИАПАЗОН ЧАСТИЦЫ -ХА В АВАРСКОМ ЯЗЫКЕ;2019;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;К вопросу о морфемной структуре личных местоимений аварского языка;2020;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;СПОСОБЫ КОДИРОВАНИЯ КАУЗИРУЕМОГО УЧАСТНИКА В КАУЗАТИВНЫХ КОНСТРУКЦИЯХ АВАРСКОГО ЯЗЫКА;2020;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;К вопросу о соотношении лабильности и каузатива в аварском языке;2021;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Каузативные конструкции с пермиссивной семантикой в аварском языке;2021;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Способы образования косвенной основы имени существительного в аварском языке;2021;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Структурные и типологические особенности предложения аварского языка;2021;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Фактитивный и пермиссивный типы каузации в аварском языке;2021;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;ДЕТЕРМИНАТИВНЫЕ СУФФИКСЫ КОСВЕННОЙ ОСНОВЫ ИМЕНИ СУЩЕСТВИТЕЛЬНОГО АВАРСКОГО ЯЗЫКА;2022;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Способы выражения категории степени качества в аварском языке;2022;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;ВОКАЛИЗМ ШАНГОДИНСКОГО ГОВОРА АНДАЛАЛЬСКОГО ДИАЛЕКТА АВАРСКОГО ЯЗЫКА;2023;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;МОРФЕМНАЯ ОРГАНИЗАЦИЯ МАСДАРА АВАРСКОГО ЯЗЫКА;2023;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Морфемный строй аварского языка;2023;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01012641735;0;0;0;1
Mallaeva Z.M.;Морфологический портрет имени прилагательного аварского языка;2023;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;НЕКОТОРЫЕ ОСОБЕННОСТИ КОНСОНАНТИЗМА ШАНГОДИНСКОГО ГОВОРА АНДАЛАЛЬСКОГО ДИАЛЕКТА АВАРСКОГО ЯЗЫКА;2023;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;НЕКОТОРЫЕ ОСОБЕННОСТИ ЛЕКСИКИ ШАНГОДИНСКОГО ГОВОРА АНДАЛАЛЬСКОГО ДИАЛЕКТА АВАРСКОГО ЯЗЫКА;2024;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M.;Речевые формулы, обслуживающие бытовой дискурс шангодинского говора аварского языка;2024;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M. and Forker D.;Die struktur der Tempusformen im Avarischen;2018;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M. and Nuriev N.A.;Контекст как средство выражения аспектуальной семантики в немецком и аварском языках;2001;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M. and Nurmagomedova E.M.;СИНТАКСИЧЕСКИЕ СТРУКТУРЫ, СОЗДАВАЕМЫЕ ФАКТИТИВНЫМИ ГЛАГОЛАМИ В АВАРСКОМ ЯЗЫКЕ;2004;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Mallaeva Z.M. and Patakhova P.D.;Функция обращения в повелительных предложениях аварского и английского языков;2005;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
